"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KMP97UZJ","journalArticle","2012","Jones, D. A.; O'hara, K. L.","Carbon density in managed coast redwood stands: implications for forest carbon estimation","Forestry","","0015-752X, 1464-3626","10.1093/forestry/cpr063","https://academic.oup.com/forestry/article-lookup/doi/10.1093/forestry/cpr063","Carbon sequestration and wood volume production will be major objectives of future forestry projects. Optimization of these two objectives will require a better understanding of how management regimes affect stand average wood density and carbon fraction. Two contrasting coast redwood (Sequoia sempervirens) sites were chosen for analysis of volume growth rates and tree stem carbon sequestration rates under two management systems - even-aged and multiaged - each with various treatments. A young plantation showed high volume increment and stem carbon sequestration rates in all treatments with the highest in the control plots. Control plots in the plantation had peak periodic volume increment of 75.6 m3 ha-1 year-1 and a maximum stem carbon sequestration rate of 16.08 tonnes C ha-1 year-1. The multiaged stand in contrast had the lowest volume and carbon increment in the control plots at 11.97 m3 ha-1 year-1 and 2.40 tonnes C ha-1 year-1, respectively. In both the management systems, significant differences were observed in the carbon fraction (mass carbon per unit mass dry wood) of heartwood (HW) and sapwood (SW) at 0.5385 and 0.5293, respectively, implying that increasing the ratio of HW to SW will result in higher average carbon fractions. Carbon density varied between management regimes with the highest values occurring in the multiaged stand indicating the potential for enhancement of carbon sequestration through silvicultural prescriptions. Utilization of standard carbon accounting practices resulted in a systematic underestimate of stand-level carbon stocks for both systems studied of 26 per cent in the even-aged stand and 27 per cent in the multiaged stand.","2012-01-01","2019-10-08 18:32:13","2021-03-02 23:19:30","2018-10-24 18:52:43","99-110","","1","85","","","Carbon density in managed coast redwood stands","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\XI9F2LPV\Jones and O'hara - 2012 - Carbon density in managed coast redwood stands im.pdf","","Pools; Journal Article; California; Carbon fraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KL2J3HUW","journalArticle","2016","Wharton, Sonia; Falk, Matthias","Climate indices strongly influence old-growth forest carbon exchange","Environmental Research Letters","","1748-9326","10.1088/1748-9326/11/4/044016","http://stacks.iop.org/1748-9326/11/i=4/a=044016?key=crossref.475b676a4377cdd6202c092db2234255","We present a decade and a half (1998 - 2013) of carbon dioxide fluxes from an old-growth stand in the American Pacific Northwest to identify ecosystem-level responses to Pacific teleconnection patterns, including the El Niño/Southern Oscillation (ENSO). This study provides the longest, continuous record of old-growth eddy flux data to date from one of the longest running Fluxnet stations in the world. From 1998 to 2013, average annual net ecosystem exchange (FNEE) at Wind River AmeriFlux was -32±84 g Cm-2 yr-1 indicating that the late seral forest is on average a small net sink of atmospheric carbon. However, interannual variability is high (>300 g Cm-2 yr-1) and shows that the stand switches from net carbon sink to source in response to climate drivers associated with ENSO. The old-growth forest is a much stronger sink during La Niña years (mean FNEE = -90 g Cm-2 yr-1) than during El Niño when the stand turns carbon neutral or into a small net carbon source (mean FNEE = +17 g Cm-2 yr-1). Forest inventory data dating back to the 1930s show a similar correlation with the lower frequency Pacific North American (PNA) and Pacific Decadal Oscillation (PDO) whereby higher aboveground net primary productivity (FANPP) is associated with cool phases of both the PNA and PDO. These measurements add evidence that carbon exchange in old-growth stands may be more sensitive to climate variability across shorter time scales than once thought.","2016-04-01","2019-05-16 22:26:51","2021-03-03 18:19:51","2019-05-13 23:03:28","11","","4","11","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\QUVMZQIK\Wharton and Falk - 2016 - Climate indices strongly influence old-growth fore.pdf","","Journal Article; Flux; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TZKTNSY","journalArticle","2017","Kim, John B; Monier, Erwan; Sohngen, Brent; Pitts, G Stephen; Drapek, Ray; McFarland, James; Ohrel, Sara; Cole, Jefferson","Assessing climate change impacts, benefits of mitigation, and uncertainties on major global forest regions under multiple socioeconomic and emissions scenarios","Environmental Research Letters","","1748-9326","10.1088/1748-9326/aa63fc","http://stacks.iop.org/1748-9326/12/i=4/a=045001?key=crossref.cbbad58c37ed3aa4c808e41493da798d","We analyze a set of simulations to assess the impact of climate change on global forests where MC2 dynamic global vegetation model (DGVM) was run with climate simulations from the MIT Integrated Global System Model-Community Atmosphere Model (IGSM-CAM) modeling framework. The core study relies on an ensemble of climate simulations under two emissions scenarios: a business-as-usual reference scenario (REF) analogous to the IPCC RCP8.5 scenario, and a greenhouse gas mitigation scenario, called POL3.7, which is in between the IPCC RCP2.6 and RCP4.5 scenarios, and is consistent with a 2 °C global mean warming from pre-industrial by 2100. Evaluating the outcomes of both climate change scenarios in the MC2 model shows that the carbon stocks of most forests around the world increased, with the greatest gains in tropical forest regions. Temperate forest regions are projected to see strong increases in productivity offset by carbon loss to ﬁre. The greatest cost of mitigation in terms of effects on forest carbon stocks are projected to be borne by regions in the southern hemisphere. We compare three sources of uncertainty in climate change impacts on the world’s forests: emissions scenarios, the global system climate response (i.e. climate sensitivity), and natural variability. The role of natural variability on changes in forest carbon and net primary productivity (NPP) is small, but it is substantial for impacts of wildﬁre. Forest productivity under the REF scenario beneﬁts substantially from the CO2 fertilization effect and that higher warming alone does not necessarily increase global forest carbon levels. Our analysis underlines why using an ensemble of climate simulations is necessary to derive robust estimates of the beneﬁts of greenhouse gas mitigation. It also demonstrates that constraining estimates of climate sensitivity and advancing our understanding of CO2 fertilization effects may considerably reduce the range of projections.","2017-04-01","2019-05-16 22:26:51","2020-10-07 17:43:08","2019-05-13 23:01:51","15","","4","12","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\WCWQRFVH\Kim et al. - 2017 - Assessing climate change impacts, benefits of miti.pdf","","Pools; Journal Article; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLNQXQ4D","journalArticle","2013","Genet, H; McGuire, A D; Barrett, K; Breen, A; Euskirchen, E S; Johnstone, J F; Kasischke, E S; Melvin, A M; Bennett, A; Mack, M C; Rupp, T S; Schuur, A E G; Turetsky, M R; Yuan, F","Modeling the effects of fire severity and climate warming on active layer thickness and soil carbon storage of black spruce forests across the landscape in interior Alaska","Environmental Research Letters","","1748-9326","10.1088/1748-9326/8/4/045016","http://stacks.iop.org/1748-9326/8/i=4/a=045016?key=crossref.5782440d0f61c510ff2d7f53a95a2221","There is a substantial amount of carbon stored in the permafrost soils of boreal forest ecosystems, where it is currently protected from decomposition. The surface organic horizons insulate the deeper soil from variations in atmospheric temperature. The removal of these insulating horizons through consumption by fire increases the vulnerability of permafrost to thaw, and the carbon stored in permafrost to decomposition. In this study we ask how warming and fire regime may influence spatial and temporal changes in active layer and carbon dynamics across a boreal forest landscape in interior Alaska. To address this question, we (1) developed and tested a predictive model of the effect of fire severity on soil organic horizons that depends on landscape-level conditions and (2) used this model to evaluate the long-term consequences of warming and changes in fire regime on active layer and soil carbon dynamics of black spruce forests across interior Alaska. The predictive model of fire severity, designed from the analysis of field observations, reproduces the effect of local topography (landform category, the slope angle and aspect and flow accumulation), weather conditions (drought index, soil moisture) and fire characteristics (day of year and size of the fire) on the reduction of the organic layer caused by fire. The integration of the fire severity model into an ecosystem process-based model allowed us to document the relative importance and interactions among local topography, fire regime and climate warming on active layer and soil carbon dynamics. Lowlands were more resistant to severe fires and climate warming, showing smaller increases in active layer thickness and soil carbon loss compared to drier flat uplands and slopes. In simulations that included the effects of both warming and fire at the regional scale, fire was primarily responsible for a reduction in organic layer thickness of 0.06 m on average by 2100 that led to an increase in active layer thickness of 1.1 m on average by 2100. The combination of warming and fire led to a simulated cumulative loss of 9.6 kgC m-2 on average by 2100. Our analysis suggests that ecosystem carbon storage in boreal forests in interior Alaska is particularly vulnerable, primarily due to the combustion of organic layer thickness in fire and the related increase in active layer thickness that exposes previously protected permafrost soil carbon to decomposition.","2013-12-01","2019-05-16 22:26:51","2021-12-03 18:58:16","2019-05-13 23:08:51","13","","4","8","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\SWVGQC3Q\Genet et al. - 2013 - Modeling the effects of fire severity and climate .pdf","","Fire; Modeling; Journal Article; Soil; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDHITUBH","journalArticle","2016","Sullivan, Patrick F; Pattison, Robert R; Brownlee, Annalis H; Cahoon, Sean M P; Hollingsworth, Teresa N","Effect of tree-ring detrending method on apparent growth trends of black and white spruce in interior Alaska","Environmental Research Letters","","1748-9326","10.1088/1748-9326/11/11/114007","http://stacks.iop.org/1748-9326/11/i=11/a=114007?key=crossref.ed6c933bee0264babccb60226ed384b8","Boreal forests are critical sinks in the global carbon cycle. However, recent studies have revealed increasing frequency and extent of wildfires, decreasing landscape greenness, increasing tree mortality and declining growth of black and white spruce in boreal North America. We measured ring widths from a large set of increment cores collected across a vast area of interior Alaska and examined implications of data processing decisions for apparent trends in black and white spruce growth. We found that choice of detrending method had important implications for apparent long-term growth trends and the strength of climate-growth correlations. Trends varied from strong increases in growth since the Industrial Revolution, when ring widths were detrended using single-curve regional curve standardization (RCS), to strong decreases in growth, when ring widths were normalized by fitting a horizontal line to each ring width series. All methods revealed a pronounced growth peak for black and white spruce centered near 1940. Most detrending methods showed a decline from the peak, leaving recent growth of both species near the long-term mean. Climate-growth analyses revealed negative correlations with growing season temperature and positive correlations with August precipitation for both species. Multiple-curve RCS detrending produced the strongest and/or greatest number of significant climate-growth correlations. Results provide important historical context for recent growth of black and white spruce. Growth of both species might decline with future warming, if not mitigated by increasing precipitation. However, widespread drought-induced mortality is probably not imminent, given that recent growth was near the long-term mean","2016-11-01","2019-05-16 22:26:51","2020-10-09 23:06:48","2019-05-13 23:04:44","12","","11","11","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\TILXJB6X\Sullivan et al. - 2016 - Effect of tree-ring detrending method on apparent .pdf","","Journal Article; Alaska; Growth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TM393BT8","journalArticle","2015","Sullivan, Patrick F; Mulvey, Robin L; Brownlee, Annalis H; Barrett, Tara M; Pattison, Robert R","Warm summer nights and the growth decline of shore pine in Southeast Alaska","Environmental Research Letters","","1748-9326","10.1088/1748-9326/10/12/124007","http://stacks.iop.org/1748-9326/10/i=12/a=124007?key=crossref.ad00f8043950cfe0ac0bca325470c2d3","Shore pine, which is a subspecies of lodgepole pine, was a widespread and dominant tree species in Southeast Alaska during the early Holocene. At present, the distribution of shore pine in Alaska is restricted to coastal bogs and fens, likely by competition with Sitka spruce and Western hemlock. Monitoring of permanent plots as part of the United States Forest Service Forest Inventory and Analysis program identified a recent loss of shore pine biomass in Southeast Alaska. The apparent loss of shore pine is concerning, because its presence adds a vertical dimension to coastal wetlands, which are the richest plant communities of the coastal temperate rainforest in Alaska. In this study, we examined the shore pine tree-ring record from a newly established plot network throughout Southeast Alaska and explored climate-growth relationships. We found a steep decline in shore pine growth from the early 1960s to the present. Random Forest regression revealed a strong correlation between the decline in shore pine growth and the rise in growing season diurnal minimum air temperature. Warm summer nights, cool daytime temperatures and a reduced diurnal temperature range are associated with greater cloud cover in Southeast Alaska. This suite of conditions could lead to unfavorable tree carbon budgets (reduced daytime photosynthesis and greater nighttime respiration) and/or favor infection by foliar pathogens, such as Dothistroma needle blight, which has recently caused widespread tree mortality on lodgepole pine plantations in British Columbia. Further field study that includes experimental manipulation (e.g., fungicide application) will be necessary to identify the proximal cause(s) of the growth decline. In the meantime, we anticipate continuation of the shore pine growth decline in Southeast Alaska.","2015-12-01","2019-05-16 22:26:51","2020-10-09 23:06:34","2019-05-13 23:14:04","10","","12","10","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\AY5E8RQP\Sullivan et al. - 2015 - Warm summer nights and the growth decline of shore.pdf","","Journal Article; Alaska; Growth; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPQ6CCMJ","journalArticle","2011","Heath, Linda S.; Smith, James E.; Woodall, Christopher W.; Azuma, David L.; Waddell, Karen L","Carbon stocks on forestland of the United States, with emphasis on USDA Forest Service ownership","Ecosphere","","2150-8925","10.1890/ES10-00126.1","http://doi.wiley.com/10.1890/ES10-00126.1","The U.S. Department of Agriculture Forest Service (USFS) manages one-fifth of the area of forestland in the United States. The Forest Service Roadmap for responding to climate change identified assessing and managing carbon stocks and change as a major element of its plan. This study presents method s and results of estimating current forest carbon stocks and change in the United States for public and private owners, consistent with the official 2010 U.S. greenhouse gas inventory, but with improved data sources for three states. Results are presented by National Forest System region, a major organizational management unit within the Forest Service, and by individual national forest. USFS forestland in the United States is estimated to contain an average of 192 Mg C /ha (megagrams carbon per hectare) on 60.4 million ha, for a total of 1 1,604 Tg C (teragrams C) in the year 2005. Privately-owned forestland averages 150 Mg C/ha on 173.8 million ha, with forestland of other public owners averaging 169 Mg C /ha on 43.1 million ha. In terms of change, private and USFS ownerships each sequester about a net 150 Tg CO2/yr, but an additional 92 Tg CO2/yr is stored in products from private harvests compared to about 3 Tg CO2/yr from harvest on USFS land. Emissions from other disturbances such as fires, as well as corresponding area estimates of disturbance are also important, but the needed datasets are not yet available. Recommendations are given for improving the estimates.","2011-01","2019-05-16 22:26:51","2021-03-09 18:32:53","2019-05-13 23:03:02","21","","1","2","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\RWSLUSM8\Heath et al. - 2011 - Carbon stocks on forestland of the United States, .pdf","","Pools; Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVP3KVY8","journalArticle","2011","Wolken, Jane M.; Hollingsworth, Teresa N.; Rupp, T. Scott; Chapin, F. Stuart; Trainor, Sarah F.; Barrett, Tara M.; Sullivan, Patrick F.; McGuire, A. David; Euskirchen, Eugenie S.; Hennon, Paul E.; Beever, Erik A.; Conn, Jeff S.; Crone, Lisa K.; D'Amore, David V.; Fresco, Nancy; Hanley, Thomas A.; Kielland, Knut; Kruse, James J.; Patterson, Trista; Schuur, Edward A. G.; Verbyla, David L.; Yarie, John","Evidence and implications of recent and projected climate change in Alaska's forest ecosystems","Ecosphere","","2150-8925","10.1890/ES11-00288.1","http://doi.wiley.com/10.1890/ES11-00288.1","The structure and function of Alaska's forests have changed significantly in response to a changing climate, including alterations in species composition and climate feedbacks (e.g., carbon, radiation budgets) that have important regional societal consequences and human feedbacks to forest ecosystems. In this paper we present the first comprehensive synthesis of climate-change impacts on all forested ecosystems of Alaska, highlighting changes in the most critical biophysical factors of each region. We developed a conceptual framework describing climate drivers, biophysical factors and types of change to illustrate how the biophysical and social subsystems of Alaskan forests interact and respond directly and indirectly to a changing climate. We then identify the regional and global implications to the climate system and associated socio-economic impacts, as presented in the current literature. Projections of temperature and precipitation suggest wildfire will continue to be the dominant biophysical factor in the Interior-boreal forest, leading to shifts from conifer- to deciduous-dominated forests. Based on existing research, projected increases in temperature in the Southcentral- and Kenai-boreal forests will likely increase the frequency and severity of insect outbreaks and associated wildfires, and increase the probability of establishment by invasive plant species. In the Coastal-temperate forest region snow and ice is regarded as the dominant biophysical factor. With continued warming, hydrologic changes related to more rapidly melting glaciers and rising elevation of the winter snowline will alter discharge in many rivers, which will have important consequences for terrestrial and marine ecosystem productivity. These climate-related changes will affect plant species distribution and wildlife habitat, which have regional societal consequences, and trace-gas emissions and radiation budgets, which are globally important. Our conceptual framework facilitates assessment of current and future consequences of a changing climate, emphasizes regional differences in biophysical factors, and points to linkages that may exist but that currently lack supporting research. The framework also serves as a visual tool for resource managers and policy makers to develop regional and global management strategies and to inform policies related to climate mitigation and adaptation.","2011-11","2019-05-16 22:26:51","2020-10-14 15:50:54","2019-05-13 23:05:36","35","","11","2","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\UMCSTBJX\Wolken et al. - 2011 - Evidence and implications of recent and projected .pdf","","Modeling; Journal Article; Alaska; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEH7CDEH","journalArticle","2013","O’Halloran, Lydia R.; Borer, Elizabeth T.; Seabloom, Eric W.; MacDougall, Andrew S.; Cleland, Elsa E.; McCulley, Rebecca L.; Hobbie, Sarah; Harpole, W. Stan; DeCrappeo, Nicole M.; Chu, Chengjin; Bakker, Jonathan D.; Davies, Kendi F.; Du, Guozhen; Firn, Jennifer; Hagenah, Nicole; Hofmockel, Kirsten S.; Knops, Johannes M. H.; Li, Wei; Melbourne, Brett A.; Morgan, John W.; Orrock, John L.; Prober, Suzanne M.; Stevens, Carly J.","Regional Contingencies in the Relationship between Aboveground Biomass and Litter in the World’s Grasslands","PLoS ONE","","1932-6203","10.1371/journal.pone.0054988","https://dx.plos.org/10.1371/journal.pone.0054988","Based on regional-scale studies, aboveground production and litter decomposition are thought to positively covary, because they are driven by shared biotic and climatic factors. Until now we have been unable to test whether production and decomposition are generally coupled across climatically dissimilar regions, because we lacked replicated data collected within a single vegetation type across multiple regions, obfuscating the drivers and generality of the association between production and decomposition. Furthermore, our understanding of the relationships between production and decomposition rests heavily on separate meta-analyses of each response, because no studies have simultaneously measured production and the accumulation or decomposition of litter using consistent methods at globally relevant scales. Here, we use a multi-country grassland dataset collected using a standardized protocol to show that live plant biomass (an estimate of aboveground net primary production) and litter disappearance (represented by mass loss of aboveground litter) do not strongly covary. Live biomass and litter disappearance varied at different spatial scales. There was substantial variation in live biomass among continents, sites and plots whereas among continent differences accounted for most of the variation in litter disappearance rates. Although there were strong associations among aboveground biomass, litter disappearance and climatic factors in some regions (e.g. U.S. Great Plains), these relationships were inconsistent within and among the regions represented by this study. These results highlight the importance of replication among regions and continents when characterizing the correlations between ecosystem processes and interpreting their global-scale implications for carbon flux. We must exercise caution in parameterizing litter decomposition and aboveground production in future regional and global carbon models as their relationship is complex.","2013-02-06","2019-05-16 22:26:51","2021-12-07 19:20:16","2019-05-13 23:10:33","9","","2","8","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\ZXRA8EKB\O’Halloran et al. - 2013 - Regional Contingencies in the Relationship between.pdf","","Biomass; Journal Article; WD","","Chen, Han YH.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNIQ4K3K","journalArticle","2015","Poudel, Krishna P; Temesgen, Hailemariam; Gray, Andrew N","Evaluation of sampling strategies to estimate crown biomass","Forest Ecosystems","","2197-5620","10.1186/s40663-014-0025-0","http://www.forestecosyst.com/content/2/1/1","Background: Depending on tree and site characteristics crown biomass accounts for a significant portion of the total aboveground biomass in the tree. Crown biomass estimation is useful for different purposes including evaluating the economic feasibility of crown utilization for energy production or forest products, fuel load assessments and fire management strategies, and wildfire modeling. However, crown biomass is difficult to predict because of the variability within and among species and sites. Thus the allometric equations used for predicting crown biomass should be based on data collected with precise and unbiased sampling strategies. In this study, we evaluate the performance different sampling strategies to estimate crown biomass and to evaluate the effect of sample size in estimating crown biomass. Methods: Using data collected from 20 destructively sampled trees, we evaluated 11 different sampling strategies using six evaluation statistics: bias, relative bias, root mean square error (RMSE), relative RMSE, amount of biomass sampled, and relative biomass sampled. We also evaluated the performance of the selected sampling strategies when different numbers of branches (3, 6, 9, and 12) are selected from each tree. Tree specific log linear model with branch diameter and branch length as covariates was used to obtain individual branch biomass. Results: Compared to all other methods stratified sampling with probability proportional to size estimation technique produced better results when three or six branches per tree were sampled. However, the systematic sampling with ratio estimation technique was the best when at least nine branches per tree were sampled. Under the stratified sampling strategy, selecting unequal number of branches per stratum produced approximately similar results to simple random sampling, but it further decreased RMSE when information on branch diameter is used in the design and estimation phases. Conclusions: Use of auxiliary information in design or estimation phase reduces the RMSE produced by a sampling strategy. However, this is attained by having to sample larger amount of biomass. Based on our finding we would recommend sampling nine branches per tree to be reasonably efficient and limit the amount of fieldwork.","2015-12","2019-05-16 22:26:51","2020-10-08 18:20:13","2019-05-13 23:05:33","11","","1","2","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\F2S9ZMPJ\Poudel et al. - 2015 - Evaluation of sampling strategies to estimate crow.pdf","","Modeling; Biomass; Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LM8BBFUN","report","2004","Peterson, David L.; Innes, John L.; O’Brian, Kelly.","Climate change, carbon, and forestry in northwestern North America: proceedings of a workshop November 14-15, 2001 Orcas Island, Washington.","","","","","https://www.fs.usda.gov/treesearch/pubs/6596","Forest resource issues have been on the front page of newspapers in northwestern North America for the past two decades. Superimposed on the complexity of managing ecosystems is growing concern about increasing temperatures and other aspects of changes in the atmospheric environment. Managers of public and private forestlands face increasing pressures to include climate change issues, particularly the disposition of carbon, in long-term management plans. Management, economic and policy approaches to carbon flows in natural resources are evolving rapidly. The workshop on Climate Change, Carbon, and Forestry in Northwestern North America – convened on Orcas Island, Washington, November 13-15, 2001 – was an opportunity for scientists, resource managers, planners, and policy makers in the Northwest to learn about and discuss prominent issues related to climate change and carbon in forest ecosystems. Workshop participants developed a common understanding of the state of science, and developed approaches for incorporating carbon allocation in forest management and planning.","2004","2019-05-16 22:26:51","2020-10-08 15:31:10","2019-05-13 23:03:23","129","","","","","","Climate change, carbon, and forestry in northwestern North America","","","","Climate Change, Carbon, and Forestry in Northwestern North America: Proceedings of a workshop November 14-15, 2001 Orcas Island, Washington","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Crossref","","DOI: 10.2737/PNW-GTR-614","","D:\Adatafolder\Zotero\storage\Z6ZBRAIX\Peterson et al. - 2004 - Climate change, carbon, and forestry in northweste.pdf","","Management; GTR; Climate","","","","","","","","","","","","","","","","","","","","PNW-GTR-614","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBVJELJE","journalArticle","2002","Grulke, Ne; Preisler, Hk; Rose, C; Kirsch, J; Balduman, L","O3 uptake and drought stress effects on carbon acquisition of ponderosa pine in natural stands","New Phytologist","","0028646X, 14698137","10.1046/j.1469-8137.2002.00403.x","http://doi.wiley.com/10.1046/j.1469-8137.2002.00403.x","• The effect of O3 exposure or uptake on carbon acquisition (net assimilation (A) or gross photosynthesis (Pg)), with and without drought stress, is reported here in 40-yr-old-ponderosa pine (Pinus ponderosa) trees. • Maximum daily gas exchange was measured monthly for 12 trees at four sites differing in pollutant exposure over two growing seasons with above- and belowaverage annual precipitation. Gas exchange measures were estimated between sampling periods using a generalized additive regression model. • Both A and Pg generally declined with cumulative O3 exposure or uptake at all sites. As a response variable, Pg was slightly more sensitive than A to cumulative O3 exposure. As a metric, O3 uptake vs exposure permitted slightly better statistical resolution of seasonal response between sites. • The effect of late summer drought stress was statistically significant only at the moderate pollution site, and combined synergistically with O3 exposure or uptake to reduce Pg. The general additive model allows the user to define a deleterious level of cumulative O3 exposure or uptake, and to quantitatively assess biological response.","2002-06-06","2019-05-16 22:26:51","2021-12-07 23:17:50","2019-05-13 23:09:29","621-631","","3","154","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\555JQ63E\Grulke et al. - 2002 - O3 uptake and drought stress effects on carbon acq.pdf","","Journal Article; Flux; California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y72SGJFE","journalArticle","2002","Goodale, Christine L.; Apps, Michael J.; Birdsey, Richard A.; Field, Christopher B.; Heath, Linda S.; Houghton, Richard A.; Jenkins, Jennifer C.; Kohlmaier, Gundolf H.; Kurz, Werner; Liu, Shirong; Nabuurs, Gert-Jan; Nilsson, Sten; Shvidenko, Anatoly Z.","Forest Carbon Sinks in the Northern Hemisphere","Ecological Applications","","1051-0761","10.1890/1051-0761(2002)012[0891:fcsitn]2.0.co;2","","There is general agreement that terrestrial systems in the Northern Hemisphere provide a significant sink for atmospheric CO2; however, estimates of the magnitude and distribution of this sink vary greatly. National forest inventories provide strong, measurement- based constraints on the magnitude of net forest carbon uptake. We brought together forest sector C budgets for Canada, the United States, Europe, Russia, and China that were derived from forest inventory information, allometric relationships, and supplementary data sets and models. Together, these suggest that northern forests and woodlands provided a total sink for 0.6–0.7 Pg of C per year (1 Pg 5 1015 g) during the early 1990s, consisting of 0.21 Pg C/yr in living biomass, 0.08 Pg C/yr in forest products, 0.15 Pg C/ yr in dead wood, and 0.13 Pg C/yr in the forest floor and soil organic matter. Estimates of changes in soil C pools have improved but remain the least certain terms of the budgets. Over 80% of the estimated sink occurred in one-third of the forest area, in temperate regions affected by fire suppression, agricultural abandonment, and plantation forestry. Growth in boreal regions was offset by fire and other disturbances that vary considerably from year to year. Comparison with atmospheric inversions suggests significant land C sinks may occur outside the forest sector.","2002","2020-04-21 23:24:11","2021-12-03 19:01:27","","891-899","","3","12","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\ZPKXCYKV\Goodale et al. - 2002 - Forest Carbon Sinks in the Northern Hemisphere.pdf","","Journal Article; Flux; Soil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
